entity_value,image_link
107.0 millimetre,https://m.media-amazon.com/images/I/51p6Zm6fnDL.jpg
78.0 centimetre,https://m.media-amazon.com/images/I/611YWzl5EJL.jpg
150.0 centimetre,https://m.media-amazon.com/images/I/617r6+Ub6-L.jpg
3.0 inch,https://m.media-amazon.com/images/I/51C8cb-Ef7L.jpg
55.0 inch,https://m.media-amazon.com/images/I/614RopCMfCL.jpg
10.9 centimetre,https://m.media-amazon.com/images/I/6174rSipd5L.jpg
36.0 centimetre,https://m.media-amazon.com/images/I/51b+Qp6s+PL.jpg
53.0 millimetre,https://m.media-amazon.com/images/I/41lVxVCr8OL.jpg
25.5 centimetre,https://m.media-amazon.com/images/I/51B-sWuftWL.jpg
4.92 inch,https://m.media-amazon.com/images/I/51wKtdffJsL.jpg
2.5 centimetre,https://m.media-amazon.com/images/I/51DtyI06rIL.jpg
30.0 inch,https://m.media-amazon.com/images/I/51I+HGgP2DL.jpg
8.66 inch,https://m.media-amazon.com/images/I/41Iem7vk-RL.jpg
8.0 millimetre,https://m.media-amazon.com/images/I/61-p2adkcmL.jpg
13.0 centimetre,https://m.media-amazon.com/images/I/61DlIvdCFFL.jpg
7.5 inch,https://m.media-amazon.com/images/I/51k1LnlV-5L.jpg
76.0 centimetre,https://m.media-amazon.com/images/I/617X0hEZzYL.jpg
190.5 centimetre,https://m.media-amazon.com/images/I/51IMtFPhYaL.jpg
200.0 centimetre,https://m.media-amazon.com/images/I/51OSeR2p6AL.jpg
3.0 metre,https://m.media-amazon.com/images/I/61Fng2jKc7L.jpg
132.0 centimetre,https://m.media-amazon.com/images/I/615OCrEMkcL.jpg
38.0 millimetre,https://m.media-amazon.com/images/I/61FPW-jIXJL.jpg
188.0 centimetre,https://m.media-amazon.com/images/I/51sEfzb0E9L.jpg
17.7 inch,https://m.media-amazon.com/images/I/61EfS7q3v2L.jpg
20.0 centimetre,https://m.media-amazon.com/images/I/61BIe1lT80L.jpg
66.0 centimetre,https://m.media-amazon.com/images/I/617i5WDksRL.jpg
