entity_value,image_link
3.0 ton,https://m.media-amazon.com/images/I/51xtpdHdPIS.jpg
100.0 kilogram,https://m.media-amazon.com/images/I/81o9oWpWPcL.jpg
350 pound,https://m.media-amazon.com/images/I/81j77cjLZuL.jpg
140 gram,https://m.media-amazon.com/images/I/81lbhRdvFFL.jpg
95 kilogram,https://m.media-amazon.com/images/I/8118bOPmXLL.jpg
2.16 pound,https://m.media-amazon.com/images/I/81BbDOjBIEL.jpg
300 kilogram,https://m.media-amazon.com/images/I/81hBY4J5F3L.jpg
250 kilogram,https://m.media-amazon.com/images/I/81qiCUmNqBL.jpg
286 pound,https://m.media-amazon.com/images/I/61QCws7v35L.jpg
1.7 kilogram,https://m.media-amazon.com/images/I/81y1zM+T52L.jpg
250.0 pound,https://m.media-amazon.com/images/I/91FLDj9ptwL.jpg
150 kilogram,https://m.media-amazon.com/images/I/61um8OmuyuL.jpg
100 kilogram,https://m.media-amazon.com/images/I/61q3C7Vx3+L.jpg
300 pound,https://m.media-amazon.com/images/I/71wwLiXj0sL.jpg
352.0 pound,https://m.media-amazon.com/images/I/71x8RtrPtjL.jpg
150 kilogram,https://m.media-amazon.com/images/I/71DFKTARQxL.jpg
60 kilogram,https://m.media-amazon.com/images/I/719KcQ8mVyS.jpg
120 kilogram,https://m.media-amazon.com/images/I/61V8KhfqoGL.jpg
100 kilogram,https://m.media-amazon.com/images/I/61zyIGelLUL.jpg
7.5 pound,https://m.media-amazon.com/images/I/71AfgmqDL8L.jpg
800 pound,https://m.media-amazon.com/images/I/71X-CafhaML.jpg
200 kilogram,https://m.media-amazon.com/images/I/51lwL3duaTL.jpg
0 pound to 1pound,https://m.media-amazon.com/images/I/71ux04y-rzL.jpg
100 kilogram,https://m.media-amazon.com/images/I/61QdjKipc1L.jpg
1.0 ton,https://m.media-amazon.com/images/I/71yFj-xETHL.jpg
5.0 ton,https://m.media-amazon.com/images/I/71hvZNgjfWL.jpg
400 pound,https://m.media-amazon.com/images/I/81kgAVM7+HL.jpg
4 kilogram,https://m.media-amazon.com/images/I/618izReWiqL.jpg
17.0 gram,https://m.media-amazon.com/images/I/8116WTcA5XL.jpg
44 pound,https://m.media-amazon.com/images/I/71B2C8bqKIL.jpg
11.0 ton,https://m.media-amazon.com/images/I/51V6ToPjlML.jpg
25 pound,https://m.media-amazon.com/images/I/71oCXume6aL.jpg
0.924 pound,https://m.media-amazon.com/images/I/71WLOSbXGpL.jpg
50 kilogram,https://m.media-amazon.com/images/I/71nGSoCQwdL.jpg
30.0 pound,https://m.media-amazon.com/images/I/71dqz-NDHGL.jpg
115 kilogram,https://m.media-amazon.com/images/I/81eIZnkcVrL.jpg
30 kilogram,https://m.media-amazon.com/images/I/61em4THU72L.jpg
120.0 ton,https://m.media-amazon.com/images/I/618wYhtU3IL.jpg
350 pound,https://m.media-amazon.com/images/I/61VXiUWl49L.jpg
330 pound,https://m.media-amazon.com/images/I/813MnhPxhqL.jpg
20.0 pound,https://m.media-amazon.com/images/I/81saEAhLYvL.jpg
120 kilogram,https://m.media-amazon.com/images/I/61x5ATMbh0L.jpg
5.0 kilogram,https://m.media-amazon.com/images/I/81mMBGB6ZrS.jpg
15 pound,https://m.media-amazon.com/images/I/61OZsYRzBLL.jpg
480 pound,https://m.media-amazon.com/images/I/91UhpyUAQ+L.jpg
3.0 gram,https://m.media-amazon.com/images/I/51HgQ2Zhy5L.jpg
16.0 kilogram,https://m.media-amazon.com/images/I/81F36ApO2uL.jpg
286 pound,https://m.media-amazon.com/images/I/51bWRu1yExL.jpg
120 kilogram,https://m.media-amazon.com/images/I/61k0EbVw8FL.jpg
110 kilogram,https://m.media-amazon.com/images/I/71zSypWgQRL.jpg
40.0 pound,https://m.media-amazon.com/images/I/71rE-ajo7QL.jpg
100 kilogram,https://m.media-amazon.com/images/I/51-fQElUKQL.jpg
65.0 ton,https://m.media-amazon.com/images/I/61bh39XwruL.jpg
12.0 ounce,https://m.media-amazon.com/images/I/81ljtpl7d1L.jpg
110 kilogram,https://m.media-amazon.com/images/I/61hAK-p6kjL.jpg
20.0 kilogram,https://m.media-amazon.com/images/I/61ogiKG0enL.jpg
1.0 ounce,https://m.media-amazon.com/images/I/61c9OnVFqNL.jpg
150 kilogram,https://m.media-amazon.com/images/I/71hjVWggArL.jpg
2.0 gram,https://m.media-amazon.com/images/I/61tqgiYppyL.jpg
18 kilogram,https://m.media-amazon.com/images/I/71bWEGxFusL.jpg
100 kilogram,https://m.media-amazon.com/images/I/51DE+1G2B+L.jpg
100.0 gram,https://m.media-amazon.com/images/I/81-7pRRxFyL.jpg
7.0 ounce,https://m.media-amazon.com/images/I/61FK4LydIxL.jpg
3.0 ton,https://m.media-amazon.com/images/I/61NxwBiYV-L.jpg
0.15 kilogram,https://m.media-amazon.com/images/I/61vmYDOez4L.jpg
96.85 ton,https://m.media-amazon.com/images/I/81nwWiur5TL.jpg
110 kilogram,https://m.media-amazon.com/images/I/81MXo8Z23lL.jpg
337.0 gram,https://m.media-amazon.com/images/I/61O0ZY7QO0L.jpg
400 pound,https://m.media-amazon.com/images/I/81cy34OcFnL.jpg
250 kilogram,https://m.media-amazon.com/images/I/71fRWsS1XwL.jpg
1.0 gram,https://m.media-amazon.com/images/I/61-VGaXxEIL.jpg
1.1 kilogram,https://m.media-amazon.com/images/I/81q-hHeiy3L.jpg
