entity_value,image_link
69.5 centimetre,https://m.media-amazon.com/images/I/41wA2erlQtL.jpg
10.0 centimetre,https://m.media-amazon.com/images/I/619FhupVFbL.jpg
91.95 centimetre,https://m.media-amazon.com/images/I/41RQj-qsG-L.jpg
25.6 inch,https://m.media-amazon.com/images/I/51CKMtFv0OL.jpg
16.0 centimetre,https://m.media-amazon.com/images/I/51dg45iZZOL.jpg
25.0 millimetre,https://m.media-amazon.com/images/I/61F-6XODqyL.jpg
13.5 centimetre,https://m.media-amazon.com/images/I/51NjQHnc0iL.jpg
3.0 inch,https://m.media-amazon.com/images/I/61+jtM-SHsL.jpg
4.72 inch,https://m.media-amazon.com/images/I/51W0pVzzgHL.jpg
38.0 centimetre,https://m.media-amazon.com/images/I/61+YICBKe-L.jpg
10.25 inch,https://m.media-amazon.com/images/I/61+9cZiPsnL.jpg
50.0 centimetre,https://m.media-amazon.com/images/I/61D-xIpg8lL.jpg
9.5 centimetre,https://m.media-amazon.com/images/I/51MJzFf6PCL.jpg
5.07 inch,https://m.media-amazon.com/images/I/514Z7yPfvmL.jpg
22.0 centimetre,https://m.media-amazon.com/images/I/613kveqX-sL.jpg
80.0 millimetre,https://m.media-amazon.com/images/I/518EhSmGD-L.jpg
15.0 centimetre,https://m.media-amazon.com/images/I/614hDd0dBNL.jpg
7.9 inch,https://m.media-amazon.com/images/I/61+Xed2hrqL.jpg
45.0 inch,https://m.media-amazon.com/images/I/51dvpLaii4S.jpg
2.0 inch,https://m.media-amazon.com/images/I/618QpzA76dL.jpg
4.7 inch,https://m.media-amazon.com/images/I/61-eIAXgpuL.jpg
12.5 centimetre,https://m.media-amazon.com/images/I/511fu6hl+ZL.jpg
11.5 centimetre,https://m.media-amazon.com/images/I/61EpSmMka3L.jpg
131.4 millimetre,https://m.media-amazon.com/images/I/51LdVg3bhlL.jpg
14.75 centimetre,https://m.media-amazon.com/images/I/51Yprcq0zTL.jpg
10.0 centimetre,https://m.media-amazon.com/images/I/51iDEMiaexL.jpg
51.0 centimetre,https://m.media-amazon.com/images/I/51nkXqn8axL.jpg
45.0 centimetre,https://m.media-amazon.com/images/I/51ZusJOLpXL.jpg
55.0 centimetre,https://m.media-amazon.com/images/I/51RKW-EIGNL.jpg
37.0 inch,https://m.media-amazon.com/images/I/51key6R7HTL.jpg
13.0 centimetre,https://m.media-amazon.com/images/I/612Aw+lox-L.jpg
11.8 inch,https://m.media-amazon.com/images/I/51VI4hbR1+L.jpg
3.4 inch,https://m.media-amazon.com/images/I/51Drc0IkvJL.jpg
72.0 centimetre,https://m.media-amazon.com/images/I/51vWqQe0HaL.jpg
38.5 centimetre,https://m.media-amazon.com/images/I/51eeVq00aoL.jpg
26.0 inch,https://m.media-amazon.com/images/I/61--dYGNw8L.jpg
3.5 inch,https://m.media-amazon.com/images/I/51iT9Y3HyfL.jpg
25.4 centimetre,https://m.media-amazon.com/images/I/51bIBmoHDgL.jpg
75.25 inch,https://m.media-amazon.com/images/I/618fUvmOCYL.jpg
161.0 centimetre,https://m.media-amazon.com/images/I/614PZ1Yz+ML.jpg
8.66 inch,https://m.media-amazon.com/images/I/41r7+r8TACL.jpg
175.0 centimetre,https://m.media-amazon.com/images/I/51ECFAYIGSL.jpg
96.0 centimetre,https://m.media-amazon.com/images/I/51Wvnq5FjJL.jpg
5.0 centimetre,https://m.media-amazon.com/images/I/51vMEfqLfmL.jpg
15.2 centimetre,https://m.media-amazon.com/images/I/51P3ahL9K+L.jpg
25.0 centimetre,https://m.media-amazon.com/images/I/51HAt3Q4+cL.jpg
24.0 inch,https://m.media-amazon.com/images/I/613QEE-2cFL.jpg
58.0 millimetre,https://m.media-amazon.com/images/I/51cpky1sIlL.jpg
23.0 centimetre,https://m.media-amazon.com/images/I/51ob6zwIfVL.jpg
10.0 centimetre,https://m.media-amazon.com/images/I/515c84ygGoL.jpg
75.0 millimetre,https://m.media-amazon.com/images/I/512xCtkF4nL.jpg
33.8 inch,https://m.media-amazon.com/images/I/51sPflanu3L.jpg
2.5 inch,https://m.media-amazon.com/images/I/612K+MleytL.jpg
