entity_value,image_link
25.0 millilitre,https://m.media-amazon.com/images/I/61tQvOYyqaL.jpg
120.0 millilitre,https://m.media-amazon.com/images/I/71H5rwtdBHS.jpg
22220039001408.0 cubic foot,https://m.media-amazon.com/images/I/61oj1HS6DyS.jpg
"[1.0, 2.0] millilitre",https://m.media-amazon.com/images/I/61QYCRWEXhL.jpg
300.0 millilitre,https://m.media-amazon.com/images/I/81Nhh-U1T-L.jpg
100.0 quart,https://m.media-amazon.com/images/I/61e3D88OH+L.jpg
1.0 millilitre,https://m.media-amazon.com/images/I/71jcXqdCBpL.jpg
250.0 millilitre,https://m.media-amazon.com/images/I/71xbVFSxPEL.jpg
100.0 millilitre,https://m.media-amazon.com/images/I/61iyjkBOWwL.jpg
180.0 millilitre,https://m.media-amazon.com/images/I/61zYiAdL+9L.jpg
2.0 litre,https://m.media-amazon.com/images/I/61ztWye05CL.jpg
200.0 millilitre,https://m.media-amazon.com/images/I/91ZxgglG0LL.jpg
7.0 fluid ounce,https://m.media-amazon.com/images/I/61tSAv1+qHL.jpg
500.0 millilitre,https://m.media-amazon.com/images/I/81Y0hvoyD-L.jpg
30.0 millilitre,https://m.media-amazon.com/images/I/71Gb6QghJiL.jpg
2.0 litre,https://m.media-amazon.com/images/I/71kI6AcUoeL.jpg
20.0 gallon,https://m.media-amazon.com/images/I/41oDpT2pVcS.jpg
360.0 millilitre,https://m.media-amazon.com/images/I/41EhM6KArTL.jpg
75.0 millilitre,https://m.media-amazon.com/images/I/71yGHIrKGKL.jpg
100.0 millilitre,https://m.media-amazon.com/images/I/616l3AamaIL.jpg
64.0 fluid ounce,https://m.media-amazon.com/images/I/81mxpQFIMwL.jpg
18.0 gallon,https://m.media-amazon.com/images/I/71aUvPKt6FS.jpg
19.0 cubic inch,https://m.media-amazon.com/images/I/6134YnRywcL.jpg
120.0 millilitre,https://m.media-amazon.com/images/I/61MysSqD8nL.jpg
60.0 millilitre,https://m.media-amazon.com/images/I/61zLrVgW8WS.jpg
3.0 gallon,https://m.media-amazon.com/images/I/71YAKSj3EgL.jpg
3.38 fluid ounce,https://m.media-amazon.com/images/I/71HkY7Qe7JL.jpg
4.0 fluid ounce,https://m.media-amazon.com/images/I/81rKfo4EunL.jpg
1750.0 millilitre,https://m.media-amazon.com/images/I/61KPRvZi7QL.jpg
1.0 pint,https://m.media-amazon.com/images/I/61Z70JyZS4L.jpg
5.0 millilitre,https://m.media-amazon.com/images/I/51mF7KVJAIL.jpg
32.0 fluid ounce,https://m.media-amazon.com/images/I/61bbCI-sk-L.jpg
12.0 fluid ounce,https://m.media-amazon.com/images/I/71-Fz+v4snL.jpg
0.051 fluid ounce,https://m.media-amazon.com/images/I/715I7F7N6qL.jpg
0.62 litre,https://m.media-amazon.com/images/I/71GRGFulG7L.jpg
4.0 fluid ounce,https://m.media-amazon.com/images/I/71TdQJdwXcL.jpg
5.0 litre,https://m.media-amazon.com/images/I/61mWZ89qK8L.jpg
355.0 millilitre,https://m.media-amazon.com/images/I/811LAy6hOLL.jpg
6.0 litre,https://m.media-amazon.com/images/I/81sGpAhEENL.jpg
