entity_value,image_link
2.0 volt,https://m.media-amazon.com/images/I/61UGyk6-YBL.jpg
24.0 volt,https://m.media-amazon.com/images/I/71qR71+lRUL.jpg
5.0 volt,https://m.media-amazon.com/images/I/61xDVlEhgTL.jpg
3.8 volt,https://m.media-amazon.com/images/I/61qlwRrX9DL.jpg
3.8 volt,https://m.media-amazon.com/images/I/41hsmU5JpyL.jpg
"[110.0, 120.0] volt",https://m.media-amazon.com/images/I/61eilSYjwRL.jpg
3.82 volt,https://m.media-amazon.com/images/I/717mz148GlL.jpg
120.0 volt,https://m.media-amazon.com/images/I/61pUCQvwuSL.jpg
"[5.0, 20.0] volt",https://m.media-amazon.com/images/I/71vB4g2UOQL.jpg
120.0 volt,https://m.media-amazon.com/images/I/81-UkWts9LL.jpg
120.0 volt,https://m.media-amazon.com/images/I/811OlcUQ0hL.jpg
220.0 volt,https://m.media-amazon.com/images/I/61y0l3po2RL.jpg
14.4 volt,https://m.media-amazon.com/images/I/51T8P9m11lL.jpg
"[12.0, 24.0] volt",https://m.media-amazon.com/images/I/71xulYyji7L.jpg
220.0 volt,https://m.media-amazon.com/images/I/61sQbF3hNWL.jpg
0.5 volt,https://m.media-amazon.com/images/I/81wNWgWoIEL.jpg
"[110.0, 240.0] volt",https://m.media-amazon.com/images/I/61wSKgKaQ0L.jpg
220.0 volt,https://m.media-amazon.com/images/I/51nKWU9y-DL.jpg
9.0 volt,https://m.media-amazon.com/images/I/41DW2-PcE5L.jpg
36.0 volt,https://m.media-amazon.com/images/I/71CvMDRviiL.jpg
12.0 volt,https://m.media-amazon.com/images/I/71hUgduymVS.jpg
1.2 volt,https://m.media-amazon.com/images/I/71a2rs6tChL.jpg
"[120.0, 277.0] volt",https://m.media-amazon.com/images/I/618p7fzALhL.jpg
0.5 volt,https://m.media-amazon.com/images/I/81uQmBx7pkS.jpg
3.85 volt,https://m.media-amazon.com/images/I/51T-HpYWDEL.jpg
12.0 volt,https://m.media-amazon.com/images/I/41-rNuRs5OL.jpg
120.0 volt,https://m.media-amazon.com/images/I/81B3O0TqdOL.jpg
5.0 volt,https://m.media-amazon.com/images/I/61wDTlwsE5L.jpg
48.0 volt,https://m.media-amazon.com/images/I/71qzWMEkweL.jpg
"[220.0, 240.0] volt",https://m.media-amazon.com/images/I/51-6-CdIw+L.jpg
5.0 volt,https://m.media-amazon.com/images/I/61iHgEc0qoL.jpg
0.375 volt,https://m.media-amazon.com/images/I/718YLlVPmDL.jpg
48.0 volt,https://m.media-amazon.com/images/I/71V92ION+pL.jpg
120.0 volt,https://m.media-amazon.com/images/I/71fPUIathGL.jpg
230.0 volt,https://m.media-amazon.com/images/I/51b-KZq4cnL.jpg
48.0 volt,https://m.media-amazon.com/images/I/71-3+2gLulL.jpg
2.0 volt,https://m.media-amazon.com/images/I/81x4IaZ42RL.jpg
36.0 volt,https://m.media-amazon.com/images/I/71+zn0adf2L.jpg
48.0 volt,https://m.media-amazon.com/images/I/71g3B9hWWIL.jpg
115.0 volt,https://m.media-amazon.com/images/I/81giT+yFjhL.jpg
12.0 volt,https://m.media-amazon.com/images/I/61qY+aYanzL.jpg
"[110.0, 120.0] volt",https://m.media-amazon.com/images/I/81K8dmta6RL.jpg
5.0 volt,https://m.media-amazon.com/images/I/71kjtL6AQqL.jpg
12.0 volt,https://m.media-amazon.com/images/I/41RvA6R6snL.jpg
48.0 volt,https://m.media-amazon.com/images/I/71-gpw6s3oL.jpg
3.7 volt,https://m.media-amazon.com/images/I/8113GsA17wL.jpg
10.95 volt,https://m.media-amazon.com/images/I/51NeLL1uviL.jpg
5.0 volt,https://m.media-amazon.com/images/I/71YJBsa34oL.jpg
36.0 volt,https://m.media-amazon.com/images/I/81ESd5Dhi6L.jpg
230.0 volt,https://m.media-amazon.com/images/I/81EWGwj1LNL.jpg
12.0 volt,https://m.media-amazon.com/images/I/81JGAcnf39L.jpg
6.0 volt,https://m.media-amazon.com/images/I/51PUGqfsikL.jpg
40.0 volt,https://m.media-amazon.com/images/I/71bS1qmMRzL.jpg
230.0 volt,https://m.media-amazon.com/images/I/91vPH2wKVzL.jpg
230.0 volt,https://m.media-amazon.com/images/I/71q6ZbDGPYL.jpg
220.0 volt,https://m.media-amazon.com/images/I/71G9M8nBNtL.jpg
20.0 volt,https://m.media-amazon.com/images/I/71fIyaH3dvL.jpg
20.0 volt,https://m.media-amazon.com/images/I/71Izo642JXL.jpg
45.0 volt,https://m.media-amazon.com/images/I/81tsTIDdqCL.jpg
48.0 volt,https://m.media-amazon.com/images/I/81pYfK+AFNL.jpg
"[80.0, 240.0] volt",https://m.media-amazon.com/images/I/81A7mGrzSwL.jpg
3.0 volt,https://m.media-amazon.com/images/I/71dMgwirTwL.jpg
5.0 volt,https://m.media-amazon.com/images/I/61J7FlyqyNL.jpg
5.0 volt,https://m.media-amazon.com/images/I/71InWLNtD6L.jpg
220.0 volt,https://m.media-amazon.com/images/I/61yAU+cc9YL.jpg
