entity_value,image_link
60.0 watt,https://m.media-amazon.com/images/I/71WTa5p4BvL.jpg
45.0 watt,https://m.media-amazon.com/images/I/51ROcG4XTkL.jpg
60.0 watt,https://m.media-amazon.com/images/I/71lJ2pcZt2L.jpg
10.0 watt,https://m.media-amazon.com/images/I/41j+F8ieJwL.jpg
12025.0 watt,https://m.media-amazon.com/images/I/61dT+wiM0GL.jpg
5.0 watt,https://m.media-amazon.com/images/I/51FQ+HG2MML.jpg
240.0 watt,https://m.media-amazon.com/images/I/71tz7RWzT8L.jpg
750.0 watt,https://m.media-amazon.com/images/I/81uceJOpuIL.jpg
900.0 watt,https://m.media-amazon.com/images/I/719ky7Yj9KL.jpg
25.0 watt,https://m.media-amazon.com/images/I/71lHpFoo8PL.jpg
60.0 watt,https://m.media-amazon.com/images/I/71U43-H-SOL.jpg
100.0 watt,https://m.media-amazon.com/images/I/71811iQ27CL.jpg
90.0 watt,https://m.media-amazon.com/images/I/61ky8kUSDxL.jpg
30.0 watt,https://m.media-amazon.com/images/I/61LhpnI+y4L.jpg
45.0 watt,https://m.media-amazon.com/images/I/61eAMsivRlL.jpg
39.0 watt,https://m.media-amazon.com/images/I/81rQCclTFGL.jpg
240.0 watt,https://m.media-amazon.com/images/I/61c7bK0qveL.jpg
90.0 watt,https://m.media-amazon.com/images/I/51UkqgDjm1L.jpg
1080.0 horsepower,https://m.media-amazon.com/images/I/71+LTd8FSVL.jpg
1000.0 watt,https://m.media-amazon.com/images/I/61ATalaDhjL.jpg
8.0 watt,https://m.media-amazon.com/images/I/617R0CqpsWL.jpg
3.0 watt,https://m.media-amazon.com/images/I/71pywP1gcGL.jpg
1500.0 watt,https://m.media-amazon.com/images/I/61BMmDbNW8L.jpg
15.5 watt,https://m.media-amazon.com/images/I/61DF-dn79sL.jpg
0.5 watt,https://m.media-amazon.com/images/I/71vSKLNBkpL.jpg
240.0 watt,https://m.media-amazon.com/images/I/71BUqDADrWL.jpg
50.0 watt,https://m.media-amazon.com/images/I/91YJS1Nf2OL.jpg
240.0 watt,https://m.media-amazon.com/images/I/61pxinKTm4L.jpg
60.0 watt,https://m.media-amazon.com/images/I/711NuQY0hhL.jpg
24.0 watt,https://m.media-amazon.com/images/I/71N2O45HzEL.jpg
100.0 watt,https://m.media-amazon.com/images/I/71NuOs5mWwL.jpg
100.0 watt,https://m.media-amazon.com/images/I/71sLEvc022L.jpg
1875.0 watt,https://m.media-amazon.com/images/I/71bVO5YRe-L.jpg
180.0 watt,https://m.media-amazon.com/images/I/81UcgwAacsL.jpg
60.0 watt,https://m.media-amazon.com/images/I/813o+7975wL.jpg
18.0 watt,https://m.media-amazon.com/images/I/71E-4AT6S2L.jpg
40.0 watt,https://m.media-amazon.com/images/I/51aqh-nA1gL.jpg
4.5 watt,https://m.media-amazon.com/images/I/71V56KK96FL.jpg
100.0 watt,https://m.media-amazon.com/images/I/71vLM8IoL5L.jpg
